"","Level_A","Level_B","Level_C","KO_ID","Description"
"10115",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02343"," dnaX; DNA polymerase III subunit gamma/tau [EC:2.7.7.7]"
"10116",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02341"," holB; DNA polymerase III subunit delta' [EC:2.7.7.7]"
"10117",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02340"," holA; DNA polymerase III subunit delta [EC:2.7.7.7]"
"10118",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02344"," holD; DNA polymerase III subunit psi [EC:2.7.7.7]"
"10119",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02339"," holC; DNA polymerase III subunit chi [EC:2.7.7.7]"
"10120",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02338"," dnaN; DNA polymerase III subunit beta [EC:2.7.7.7]"
"10121",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02314"," dnaB; replicative DNA helicase [EC:5.6.2.3]"
"10122",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02316"," dnaG; DNA primase [EC:2.7.7.101]"
"10123",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K03111"," ssb; single-strand DNA-binding protein"
"10124",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K03469"," rnhA, RNASEH1; ribonuclease HI [EC:3.1.26.4]"
"10125",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K22316"," rhnA-cobC; ribonuclease H / adenosylcobalamin/alpha-ribazole phosphatase [EC:3.1.26.4 3.1.3.73]"
"10126",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K03470"," rnhB; ribonuclease HII [EC:3.1.26.4]"
"10127",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K03471"," rnhC; ribonuclease HIII [EC:3.1.26.4]"
"10128",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02335"," polA; DNA polymerase I [EC:2.7.7.7]"
"10129",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K01972"," E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]"
"10130",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02319"," pol; DNA polymerase, archaea type [EC:2.7.7.7]"
"10131",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02323"," polB; DNA polymerase II small subunit [EC:2.7.7.7]"
"10132",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02322"," polC; DNA polymerase II large subunit [EC:2.7.7.7]"
"10133",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10726"," mcm; replicative DNA helicase Mcm [EC:5.6.2.3]"
"10134",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02683"," priS, pri1, priA; DNA primase small subunit [EC:2.7.7.102]"
"10135",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K18882"," priL, pri2, priB; DNA primase large subunit"
"10136",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K07466"," RFA1, RPA1, rpa; replication factor A1"
"10137",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K04802"," PCNA; proliferating cell nuclear antigen"
"10138",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K04801"," rfcS; replication factor C small subunit"
"10139",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K04800"," rfcL; replication factor C large subunit"
"10140",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10742"," DNA2; DNA replication ATP-dependent helicase/nuclease Dna2 [EC:5.6.2.3 3.1.-.-]"
"10141",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K04799"," FEN1, RAD2; flap endonuclease-1 [EC:3.1.-.-]"
"10142",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10747"," LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]"
"10143",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02320"," POLA1; DNA polymerase alpha subunit A [EC:2.7.7.7]"
"10144",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02321"," POLA2; DNA polymerase alpha subunit B"
"10145",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02684"," PRI1; DNA primase small subunit [EC:2.7.7.102]"
"10146",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02685"," PRI2; DNA primase large subunit"
"10147",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02327"," POLD1; DNA polymerase delta subunit 1 [EC:2.7.7.7]"
"10148",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02328"," POLD2; DNA polymerase delta subunit 2"
"10149",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K03504"," POLD3; DNA polymerase delta subunit 3"
"10150",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K03505"," POLD4; DNA polymerase delta subunit 4"
"10151",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02324"," POLE; DNA polymerase epsilon subunit 1 [EC:2.7.7.7]"
"10152",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02325"," POLE2; DNA polymerase epsilon subunit 2 [EC:2.7.7.7]"
"10153",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02326"," POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7]"
"10154",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K03506"," POLE4; DNA polymerase epsilon subunit 4 [EC:2.7.7.7]"
"10155",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02540"," MCM2; DNA replication licensing factor MCM2 [EC:5.6.2.3]"
"10156",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02541"," MCM3; DNA replication licensing factor MCM3 [EC:5.6.2.3]"
"10157",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02212"," MCM4, CDC54; DNA replication licensing factor MCM4 [EC:5.6.2.3]"
"10158",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02209"," MCM5, CDC46; DNA replication licensing factor MCM5 [EC:5.6.2.3]"
"10159",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02542"," MCM6; DNA replication licensing factor MCM6 [EC:5.6.2.3]"
"10160",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K02210"," MCM7, CDC47; DNA replication licensing factor MCM7 [EC:5.6.2.3]"
"10161",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10739"," RFA2, RPA2; replication factor A2"
"10162",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10741"," RPA4; replication factor A4"
"10163",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10740"," RPA3; replication factor A3"
"10164",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10754"," RFC1; replication factor C subunit 1"
"10165",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10755"," RFC2_4; replication factor C subunit 2/4"
"10166",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10756"," RFC3_5; replication factor C subunit 3/5"
"10167",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10743"," RNASEH2A; ribonuclease H2 subunit A [EC:3.1.26.4]"
"10168",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10744"," RNASEH2B; ribonuclease H2 subunit B"
"10169",NA,"09124 Replication and repair","03030 DNA replication [PATH:ko03030]","K10745"," RNASEH2C; ribonuclease H2 subunit C"
"10170",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K03660"," OGG1; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]"
"10171",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10773"," NTHL1, nth; endonuclease III [EC:3.2.2.- 4.2.99.18]"
"10172",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10567"," NEIL1; endonuclease VIII-like 1 [EC:3.2.2.- 4.2.99.18]"
"10173",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10568"," NEIL2; endonuclease VIII-like 2 [EC:3.2.2.- 4.2.99.18]"
"10174",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10569"," NEIL3; endonuclease VIII-like 3 [EC:3.2.2.- 4.2.99.18]"
"10175",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K03648"," UNG, UDG; uracil-DNA glycosylase [EC:3.2.2.27]"
"10176",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10800"," SMUG1; single-strand selective monofunctional uracil DNA glycosylase [EC:3.2.2.-]"
"10177",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K03575"," mutY; A/G-specific adenine glycosylase [EC:3.2.2.31]"
"10178",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K03652"," MPG; DNA-3-methyladenine glycosylase [EC:3.2.2.21]"
"10179",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10801"," MBD4; methyl-CpG-binding domain protein 4 [EC:3.2.2.-]"
"10180",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K20813"," TDG; thymine-DNA glycosylase [EC:3.2.2.29]"
"10181",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10771"," APEX1; AP endonuclease 1 [EC:3.1.11.2]"
"10182",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K08073"," PNKP; bifunctional polynucleotide phosphatase/kinase [EC:3.1.3.32 2.7.1.78]"
"10183",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10862"," TDP1; tyrosyl-DNA phosphodiesterase 1 [EC:3.1.4.-]"
"10184",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K02330"," POLB; DNA polymerase beta [EC:2.7.7.7 4.2.99.-]"
"10185",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K03512"," POLL; DNA polymerase lambda [EC:2.7.7.7 4.2.99.-]"
"10186",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10802"," HMGB1; high mobility group protein B1"
"10187",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K24070"," PARP1; poly [ADP-ribose] polymerase 1 [EC:2.4.2.30]"
"10188",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K28005"," PARP2; poly [ADP-ribose] polymerase 2 [EC:2.4.2.30]"
"10189",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10798"," PARP3_4; protein mono-ADP-ribosyltransferase 3/4 [EC:2.4.2.-]"
"10190",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K07759"," PARG; poly(ADP-ribose) glycohydrolase [EC:3.2.1.143]"
"10191",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K11687"," ADPRHL2; poly(ADP-ribose) glycohydrolase ARH3 [EC:3.2.1.143]"
"10192",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10863"," APTX; aprataxin [EC:3.6.1.70 3.6.1.71 3.6.1.72]"
"10193",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10803"," XRCC1; DNA-repair protein XRCC1"
"10194",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K02332"," POLG; DNA polymerase gamma 1 [EC:2.7.7.7]"
"10195",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K02333"," POLG2; DNA polymerase gamma 2"
"10196",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10776"," LIG3; DNA ligase 3 [EC:6.5.1.1]"
"10197",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K02327"," POLD1; DNA polymerase delta subunit 1 [EC:2.7.7.7]"
"10198",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K02328"," POLD2; DNA polymerase delta subunit 2"
"10199",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K03504"," POLD3; DNA polymerase delta subunit 3"
"10200",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K03505"," POLD4; DNA polymerase delta subunit 4"
"10201",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K02324"," POLE; DNA polymerase epsilon subunit 1 [EC:2.7.7.7]"
"10202",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K02325"," POLE2; DNA polymerase epsilon subunit 2 [EC:2.7.7.7]"
"10203",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K02326"," POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7]"
"10204",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K03506"," POLE4; DNA polymerase epsilon subunit 4 [EC:2.7.7.7]"
"10205",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K04802"," PCNA; proliferating cell nuclear antigen"
"10206",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10754"," RFC1; replication factor C subunit 1"
"10207",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10755"," RFC2_4; replication factor C subunit 2/4"
"10208",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10756"," RFC3_5; replication factor C subunit 3/5"
"10209",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K04799"," FEN1, RAD2; flap endonuclease-1 [EC:3.1.-.-]"
"10210",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10747"," LIG1; DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7]"
"10211",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K10563"," mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]"
"10212",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K05522"," nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]"
"10213",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K01247"," alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]"
"10214",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K13529"," ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]"
"10215",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K01246"," tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]"
"10216",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K03649"," mug; double-stranded uracil-DNA glycosylase [EC:3.2.2.28]"
"10217",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K21929"," udg; uracil-DNA glycosylase [EC:3.2.2.27]"
"10218",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K01142"," xthA, xth; exodeoxyribonuclease III [EC:3.1.11.2]"
"10219",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K01151"," nfo; deoxyribonuclease IV [EC:3.1.21.2]"
"10220",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K02335"," polA; DNA polymerase I [EC:2.7.7.7]"
"10221",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K07462"," recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]"
"10222",NA,"09124 Replication and repair","03410 Base excision repair [PATH:ko03410]","K01972"," E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]"
"10223",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K03723"," mfd; transcription-repair coupling factor (superfamily II helicase) [EC:5.6.2.4]"
"10224",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K03701"," uvrA; excinuclease ABC subunit A"
"10225",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K03702"," uvrB; excinuclease ABC subunit B"
"10226",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K03703"," uvrC; excinuclease ABC subunit C"
"10227",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K03657"," uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]"
"10228",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K02335"," polA; DNA polymerase I [EC:2.7.7.7]"
"10229",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K01972"," E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]"
"10230",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K03868"," RBX1, ROC1; E3 ubiquitin-protein ligase RBX1 [EC:2.3.2.32]"
"10231",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K10609"," CUL4; cullin 4"
"10232",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K10610"," DDB1; DNA damage-binding protein 1"
"10233",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K10140"," DDB2; DNA damage-binding protein 2"
"10234",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K10838"," XPC; xeroderma pigmentosum group C-complementing protein"
"10235",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K10839"," RAD23, HR23; UV excision repair protein RAD23"
"10236",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K10840"," CETN2; centrin-2"
"10237",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K10570"," ERCC8, CKN1, CSA; DNA excision repair protein ERCC-8"
"10238",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K10841"," ERCC6, CSB, RAD26; DNA excision repair protein ERCC-6"
"10239",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K23720"," UVSSA; UV-stimulated scaffold protein A"
"10240",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K03006"," RPB1, POLR2A; DNA-directed RNA polymerase II subunit RPB1 [EC:2.7.7.6]"
"10241",NA,"09124 Replication and repair","03420 Nucleotide excision repair [PATH:ko03420]","K03010"," RPB2, POLR2B; DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6]"
