Orthogroup	Duplications (all)	Duplications (50% support)
OG0006975	2	2
OG0006976	1	1
OG0006977	0	0
OG0006978	1	1
OG0006979	2	2
OG0006980	1	1
OG0006981	1	1
OG0006982	1	1
OG0006983	2	2
OG0006984	1	1
OG0006985	2	2
OG0006986	2	2
OG0006987	2	2
OG0006988	1	1
OG0006989	0	0
OG0006990	1	1
OG0006991	1	1
OG0006992	1	1
OG0006993	1	1
OG0006994	1	1
OG0006995	0	0
OG0006996	2	2
OG0006997	2	2
OG0006998	1	1
OG0006999	1	1
OG0007000	1	1
OG0007001	2	2
OG0007002	2	2
OG0007003	3	3
OG0007004	0	0
OG0007005	1	1
OG0007006	1	1
OG0007007	1	1
OG0007008	1	1
OG0007009	0	0
OG0007010	1	1
OG0007011	2	2
OG0007012	0	0
OG0007013	1	1
OG0007014	2	2
OG0007015	0	0
OG0007016	1	1
OG0007017	2	2
OG0007018	3	3
OG0007019	2	2
OG0007020	2	2
OG0007021	1	1
OG0007022	1	1
OG0007023	2	2
OG0007024	1	1
OG0007025	3	3
OG0007026	1	1
OG0007027	1	1
OG0007028	3	3
OG0007029	2	2
OG0007030	1	1
OG0007031	2	2
OG0007032	1	1
OG0007033	0	0
OG0007034	1	1
OG0007035	1	1
OG0007036	2	2
OG0007037	1	1
OG0007038	2	2
OG0007039	1	1
OG0007040	1	1
OG0007041	2	2
OG0007042	1	1
OG0007043	1	1
OG0007044	2	2
OG0007045	1	1
OG0007046	0	0
OG0007047	0	0
OG0007048	1	1
OG0007049	1	1
OG0007050	0	0
OG0007051	1	1
OG0007052	1	1
OG0007053	1	1
OG0007054	0	0
OG0007055	1	1
OG0007056	2	2
OG0007057	0	0
OG0007058	1	1
OG0007059	1	1
OG0007060	1	1
OG0007061	2	2
OG0007062	1	1
OG0007063	3	3
OG0007064	2	2
OG0007065	0	0
OG0007066	1	1
OG0007067	2	2
OG0007068	1	1
OG0007069	1	1
OG0007070	1	1
OG0007071	2	2
OG0007072	2	2
OG0007073	0	0
OG0007074	2	2
OG0007075	2	2
OG0007076	2	2
OG0007077	0	0
OG0007078	2	2
OG0007079	0	0
OG0007080	1	1
OG0007081	0	0
OG0007082	1	1
OG0007083	1	1
OG0007084	1	1
OG0007085	1	1
OG0007086	1	1
OG0007087	2	2
OG0007088	1	1
OG0007089	2	2
OG0007090	1	1
OG0007091	0	0
OG0007092	1	1
OG0007093	1	1
OG0007094	2	2
OG0007095	2	2
OG0007096	2	2
OG0007097	2	2
OG0007098	2	2
OG0007099	1	1
OG0007100	1	1
OG0007101	1	1
OG0007102	2	2
OG0007103	2	2
OG0007104	1	1
OG0007105	2	2
OG0007106	2	2
OG0007107	2	2
OG0007108	1	1
OG0007109	1	1
OG0007110	2	2
OG0007111	2	2
OG0007112	2	2
OG0007113	1	1
OG0007114	2	2
OG0007115	1	1
OG0007116	1	1
OG0007117	1	1
OG0007118	1	1
OG0007119	1	1
OG0007120	0	0
OG0007121	0	0
OG0007122	1	1
OG0007123	0	0
OG0007124	1	1
OG0007125	1	1
OG0007126	1	1
OG0007127	1	1
OG0007128	0	0
OG0007129	1	1
OG0007130	1	1
OG0007131	2	2
OG0007132	1	1
OG0007133	1	1
OG0007134	2	2
OG0007135	2	2
OG0007136	2	2
OG0007137	2	2
OG0007138	1	1
OG0007139	2	2
OG0007140	2	2
OG0007141	1	1
OG0007142	1	1
OG0007143	2	2
OG0007144	0	0
OG0007145	2	2
OG0007146	2	2
OG0007147	1	1
OG0007148	1	1
OG0007149	1	1
OG0007150	2	2
OG0007151	1	1
OG0007152	2	2
OG0007153	1	1
OG0007154	1	1
OG0007155	1	1
OG0007156	1	1
OG0007157	3	3
OG0007158	1	1
OG0007159	1	1
OG0007160	1	1
OG0007161	1	1
OG0007162	0	0
OG0007163	0	0
OG0007164	1	1
OG0007165	1	1
OG0007166	1	1
OG0007167	1	1
OG0007168	1	1
OG0007169	1	1
OG0007170	1	1
OG0007171	2	2
OG0007172	0	0
OG0007173	1	1
OG0007174	2	2
OG0007175	2	2
OG0007176	1	1
OG0007177	1	1
OG0007178	1	1
OG0007179	0	0
OG0007180	1	1
OG0007181	1	1
OG0007182	1	1
OG0007183	0	0
OG0007184	2	2
OG0007185	0	0
OG0007186	0	0
OG0007187	0	0
OG0007188	0	0
OG0007189	2	2
OG0007190	1	1
OG0007191	1	1
OG0007192	2	2
OG0007193	1	1
OG0007194	1	1
OG0007195	1	1
OG0007196	1	1
OG0007197	1	1
OG0007198	2	2
OG0007199	2	2
OG0007200	1	1
OG0007201	1	1
OG0007202	1	1
OG0007203	2	2
OG0007204	0	0
OG0007205	1	1
OG0007206	0	0
OG0007207	0	0
OG0007208	1	1
OG0007209	1	1
OG0007210	1	1
OG0007211	0	0
OG0007212	1	1
OG0007213	1	1
OG0007214	1	1
OG0007215	1	1
OG0007216	1	1
OG0007217	1	1
OG0007218	1	1
OG0007219	1	1
OG0007220	0	0
OG0007221	2	2
OG0007222	1	1
OG0007223	2	2
OG0007224	2	2
OG0007225	2	2
OG0007226	1	1
OG0007227	2	2
OG0007228	1	1
OG0007229	1	1
OG0007230	2	2
OG0007231	0	0
OG0007232	1	1
OG0007233	1	1
OG0007234	1	1
OG0007235	1	1
OG0007236	1	1
OG0007237	0	0
OG0007238	0	0
OG0007239	2	2
OG0007240	2	2
OG0007241	1	1
OG0007242	1	1
OG0007243	1	1
OG0007244	1	1
OG0007245	0	0
OG0007246	1	1
OG0007247	1	1
OG0007248	1	1
OG0007249	2	2
OG0007250	2	2
OG0007251	1	1
OG0007252	0	0
OG0007253	2	2
OG0007254	1	1
OG0007255	1	1
OG0007256	1	1
OG0007257	1	1
OG0007258	1	1
OG0007259	2	2
OG0007260	1	1
OG0007261	1	1
OG0007262	1	1
OG0007263	1	1
OG0007264	1	1
OG0007265	0	0
OG0007266	1	1
OG0007267	1	1
OG0007268	1	1
OG0007269	1	1
OG0007270	1	1
OG0007271	1	1
OG0007272	0	0
OG0007273	1	1
OG0007274	0	0
OG0007275	0	0
OG0007276	0	0
OG0007277	1	1
OG0007278	2	2
OG0007279	2	2
OG0007280	0	0
OG0007281	0	0
OG0007282	1	1
OG0007283	1	1
OG0007284	1	1
OG0007285	2	2
OG0007286	0	0
OG0007287	1	1
OG0007288	1	1
OG0007289	1	1
OG0007290	2	2
OG0007291	1	1
OG0007292	1	1
OG0007293	2	2
OG0007294	2	2
OG0007295	1	1
OG0007296	0	0
OG0007297	1	1
OG0007298	0	0
OG0007299	0	0
OG0007300	1	1
OG0007301	1	1
OG0007302	1	1
OG0007303	2	2
OG0007304	0	0
OG0007305	1	1
OG0007306	1	1
OG0007307	1	1
OG0007308	1	1
OG0007309	1	1
OG0007310	1	1
OG0007311	0	0
OG0007312	1	1
OG0007313	1	1
OG0007314	2	2
OG0007315	1	1
OG0007316	1	1
OG0007317	1	1
OG0007318	1	1
OG0007319	1	1
OG0007320	1	1
OG0007321	1	1
OG0007322	2	2
OG0007323	2	2
OG0007324	1	1
OG0007325	0	0
OG0007326	0	0
OG0007327	1	1
OG0007328	1	1
OG0007329	1	1
OG0007330	1	1
OG0007331	1	1
OG0007332	1	1
OG0007333	1	1
OG0007334	2	2
OG0007335	2	2
OG0007336	1	1
OG0007337	2	2
OG0007338	2	2
OG0007339	2	2
OG0007340	1	1
OG0007341	0	0
OG0007342	0	0
OG0007343	1	1
OG0007344	0	0
OG0007345	1	1
OG0007346	1	1
OG0007347	1	1
OG0007348	2	2
OG0007349	0	0
OG0007350	1	1
OG0007351	1	1
OG0007352	1	1
OG0007353	2	2
OG0007354	2	2
OG0007355	1	1
OG0007356	2	2
OG0007357	1	1
OG0007358	2	2
OG0007359	2	2
OG0007360	1	1
OG0007361	1	1
OG0007362	1	1
OG0007363	1	1
OG0007364	2	2
OG0007365	2	2
OG0007366	1	1
OG0007367	1	1
OG0007368	0	0
OG0007369	1	1
OG0007370	0	0
OG0007371	0	0
OG0007372	1	1
OG0007373	0	0
OG0007374	2	2
OG0007375	1	1
OG0007376	1	1
OG0007377	0	0
OG0007378	2	2
OG0007379	0	0
OG0007380	1	1
OG0007381	1	1
OG0007382	2	2
OG0007383	1	1
OG0007384	1	1
OG0007385	2	2
OG0007386	1	1
OG0007387	1	1
OG0007388	1	1
OG0007389	0	0
OG0007390	1	1
OG0007391	2	2
OG0007392	1	1
OG0007393	1	1
OG0007394	1	1
OG0007395	2	2
OG0007396	1	1
OG0007397	0	0
OG0007398	0	0
OG0007399	2	2
OG0007400	1	1
OG0007401	1	1
OG0007402	1	1
OG0007403	2	2
OG0007404	1	1
OG0007405	0	0
OG0007406	1	1
OG0007407	2	2
OG0007408	1	1
OG0007409	2	2
OG0007410	1	1
OG0007411	0	0
OG0007412	1	1
OG0007413	1	1
OG0007414	1	1
OG0007415	2	2
OG0007416	1	1
OG0007417	0	0
OG0007418	1	1
OG0007419	1	1
OG0007420	2	2
OG0007421	2	2
OG0007422	1	1
OG0007423	1	1
OG0007424	1	1
OG0007425	1	1
OG0007426	1	1
OG0007427	0	0
OG0007428	1	1
OG0007429	0	0
OG0007430	0	0
OG0007431	0	0
OG0007432	1	1
OG0007433	0	0
OG0007434	0	0
OG0007435	2	2
OG0007436	1	1
OG0007437	2	2
OG0007438	1	1
OG0007439	1	1
OG0007440	2	2
OG0007441	2	2
OG0007442	0	0
OG0007443	3	3
OG0007444	1	1
OG0007445	0	0
OG0007446	1	1
OG0007447	0	0
OG0007448	2	2
OG0007449	1	1
OG0007450	1	1
OG0007451	0	0
OG0007452	2	2
OG0007453	2	2
OG0007454	2	2
OG0007455	1	1
OG0007456	1	1
OG0007457	1	1
OG0007458	1	1
OG0007459	0	0
OG0007460	1	1
OG0007461	1	1
OG0007462	1	1
OG0007463	1	1
OG0007464	2	2
OG0007465	0	0
OG0007466	1	1
OG0007467	0	0
OG0007468	1	1
OG0007469	0	0
OG0007470	1	1
OG0007471	0	0
OG0007472	0	0
OG0007473	2	2
OG0007474	0	0
OG0007475	1	1
OG0007476	0	0
OG0007477	2	2
OG0007478	0	0
OG0007479	1	1
OG0007480	0	0
OG0007481	1	1
OG0007482	0	0
OG0007483	2	2
OG0007484	2	2
OG0007485	2	2
OG0007486	2	2
OG0007487	2	2
OG0007488	0	0
OG0007489	0	0
OG0007490	1	1
OG0007491	1	1
OG0007492	0	0
OG0007493	1	1
OG0007494	2	2
OG0007495	1	1
OG0007496	2	2
OG0007497	2	2
OG0007498	2	2
OG0007499	0	0
OG0007500	1	1
OG0007501	0	0
OG0007502	1	1
OG0007503	2	2
OG0007504	1	1
OG0007505	1	1
OG0007506	1	1
OG0007507	0	0
OG0007508	1	1
OG0007509	2	2
OG0007510	2	2
OG0007511	1	1
OG0007512	2	2
OG0007513	0	0
OG0007514	1	1
OG0007515	1	1
OG0007516	2	2
OG0007517	1	1
OG0007518	0	0
OG0007519	1	1
OG0007520	0	0
OG0007521	1	1
OG0007522	1	1
OG0007523	2	2
OG0007524	2	2
OG0007525	1	1
OG0007526	1	1
OG0007527	1	1
OG0007528	1	1
OG0007529	1	1
OG0007530	1	1
OG0007531	2	2
OG0007532	2	2
OG0007533	0	0
OG0007534	1	1
OG0007535	1	1
OG0007536	1	1
OG0007537	1	1
OG0007538	2	2
OG0007539	2	2
OG0007540	1	1
OG0007541	1	1
OG0007542	1	1
OG0007543	1	1
OG0007544	0	0
OG0007545	0	0
OG0007546	0	0
OG0007547	1	1
OG0007548	1	1
OG0007549	1	1
OG0007550	1	1
OG0007551	1	1
OG0007552	0	0
OG0007553	1	1
OG0007554	1	1
OG0007555	2	2
OG0007556	0	0
OG0007557	1	1
OG0007558	0	0
OG0007559	2	2
OG0007560	1	1
OG0007561	1	1
OG0007562	0	0
OG0007563	2	2
OG0007564	1	1
OG0007565	1	1
OG0007566	1	1
OG0007567	1	1
OG0007568	1	1
OG0007569	1	1
OG0007570	1	1
OG0007571	0	0
OG0007572	2	2
OG0007573	1	1
OG0007574	0	0
OG0007575	1	1
OG0007576	2	2
OG0007577	2	2
OG0007578	2	2
OG0007579	0	0
OG0007580	2	2
OG0007581	0	0
OG0007582	1	1
OG0007583	2	2
OG0007584	2	2
OG0007585	1	1
OG0007586	0	0
OG0007587	1	1
OG0007588	0	0
OG0007589	0	0
OG0007590	0	0
OG0007591	1	1
OG0007592	2	2
OG0007593	0	0
OG0007594	1	1
OG0007595	1	1
OG0007596	0	0
OG0007597	1	1
OG0007598	1	1
OG0007599	0	0
OG0007600	0	0
OG0007601	2	2
OG0007602	1	1
OG0007603	1	1
OG0007604	0	0
OG0007605	1	1
OG0007606	0	0
OG0007607	1	1
OG0007608	1	1
OG0007609	1	1
OG0007610	2	2
OG0007611	0	0
OG0007612	0	0
OG0007613	1	1
OG0007614	0	0
OG0007615	0	0
OG0007616	0	0
OG0007617	0	0
OG0007618	2	2
OG0007619	1	1
OG0007620	0	0
OG0007621	1	1
OG0007622	2	2
OG0007623	2	2
OG0007624	1	1
OG0007625	1	1
OG0007626	1	1
OG0007627	1	1
OG0007628	1	1
OG0007629	1	1
OG0007630	1	1
OG0007631	0	0
OG0007632	0	0
OG0007633	0	0
OG0007634	1	1
OG0007635	0	0
OG0007636	0	0
OG0007637	0	0
OG0007638	0	0
OG0007639	1	1
OG0007640	1	1
OG0007641	0	0
OG0007642	1	1
OG0007643	2	2
OG0007644	2	2
OG0007645	2	2
OG0007646	1	1
OG0007647	2	2
OG0007648	0	0
OG0007649	1	1
OG0007650	1	1
OG0007651	1	1
OG0007652	1	1
OG0007653	0	0
OG0007654	2	2
OG0007655	1	1
OG0007656	0	0
OG0007657	0	0
OG0007658	1	1
OG0007659	1	1
OG0007660	2	2
OG0007661	1	1
OG0007662	2	2
OG0007663	2	2
OG0007664	0	0
OG0007665	1	1
OG0007666	1	1
OG0007667	2	2
OG0007668	1	1
OG0007669	1	1
OG0007670	0	0
OG0007671	1	1
OG0007672	0	0
OG0007673	2	2
OG0007674	0	0
OG0007675	1	1
OG0007676	1	1
OG0007677	1	1
OG0007678	1	1
OG0007679	1	1
OG0007680	2	2
OG0007681	2	2
OG0007682	1	1
OG0007683	1	1
OG0007684	1	1
OG0007685	1	1
OG0007686	1	1
OG0007687	2	2
OG0007688	1	1
OG0007689	1	1
OG0007690	3	3
OG0007691	2	2
OG0007692	2	2
OG0007693	1	1
OG0007694	2	2
OG0007695	2	2
OG0007696	2	2
OG0007697	1	1
OG0007698	0	0
OG0007699	1	1
OG0007700	2	2
OG0007701	1	1
OG0007702	0	0
OG0007703	0	0
OG0007704	2	2
OG0007705	0	0
OG0007706	1	1
OG0007707	0	0
OG0007708	1	1
OG0007709	0	0
OG0007710	2	2
OG0007711	1	1
OG0007712	2	2
OG0007713	0	0
OG0007714	1	1
OG0007715	2	2
OG0007716	0	0
OG0007717	1	1
OG0007718	1	1
OG0007719	0	0
OG0007720	1	1
OG0007721	0	0
OG0007722	2	2
OG0007723	0	0
OG0007724	0	0
OG0007725	0	0
OG0007726	0	0
OG0007727	1	1
OG0007728	0	0
OG0007729	0	0
OG0007730	1	1
OG0007731	1	1
OG0007732	0	0
OG0007733	1	1
OG0007734	0	0
OG0007735	0	0
OG0007736	2	2
OG0007737	0	0
OG0007738	1	1
OG0007739	1	1
OG0007740	0	0
OG0007741	1	1
OG0007742	2	2
OG0007743	2	2
OG0007744	2	2
OG0007745	1	1
OG0007746	0	0
OG0007747	2	2
OG0007748	1	1
OG0007749	1	1
OG0007750	0	0
OG0007751	1	1
OG0007752	0	0
OG0007753	2	2
OG0007754	0	0
OG0007755	2	2
OG0007756	0	0
OG0007757	0	0
OG0007758	2	2
OG0007759	2	2
OG0007760	2	2
OG0007761	1	1
OG0007762	1	1
OG0007763	1	1
OG0007764	1	1
OG0007765	0	0
OG0007766	1	1
OG0007767	0	0
OG0007768	0	0
OG0007769	0	0
OG0007770	0	0
OG0007771	1	1
OG0007772	1	1
OG0007773	2	2
OG0007774	0	0
OG0007775	2	2
OG0007776	0	0
OG0007777	0	0
OG0007778	1	1
OG0007779	2	2
OG0007780	1	1
OG0007781	0	0
OG0007782	1	1
OG0007783	0	0
OG0007784	1	1
OG0007785	1	1
OG0007786	1	1
OG0007787	0	0
OG0007788	1	1
OG0007789	0	0
OG0007790	2	2
OG0007791	0	0
OG0007792	2	2
OG0007793	1	1
OG0007794	0	0
OG0007795	1	1
OG0007796	1	1
OG0007797	2	2
OG0007798	1	1
OG0007799	0	0
OG0007800	1	1
OG0007801	0	0
OG0007802	1	1
OG0007803	0	0
OG0007804	1	1
OG0007805	0	0
OG0007806	0	0
OG0007807	1	1
OG0007808	1	1
OG0007809	0	0
OG0007810	1	1
OG0007811	1	1
OG0007812	0	0
OG0007813	2	2
OG0007814	1	1
OG0007815	1	1
OG0007816	1	1
OG0007817	0	0
OG0007818	2	2
OG0007819	1	1
OG0007820	2	2
OG0007821	1	1
OG0007822	2	2
OG0007823	1	1
OG0007824	2	2
OG0007825	0	0
OG0007826	1	1
OG0007827	1	1
OG0007828	2	2
OG0007829	1	1
OG0007830	0	0
OG0007831	1	1
OG0007832	2	2
OG0007833	2	2
OG0007834	1	1
OG0007835	1	1
OG0007836	0	0
OG0007837	1	1
OG0007838	0	0
OG0007839	0	0
OG0007840	1	1
OG0007841	1	1
OG0007842	1	1
OG0007843	2	2
OG0007844	2	2
OG0007845	1	1
OG0007846	0	0
OG0007847	1	1
OG0007848	1	1
OG0007849	1	1
OG0007850	1	1
OG0007851	0	0
OG0007852	0	0
OG0007853	1	1
OG0007854	1	1
OG0007855	1	1
OG0007856	1	1
OG0007857	2	2
OG0007858	2	2
OG0007859	1	1
OG0007860	0	0
OG0007861	2	2
OG0007862	0	0
OG0007863	2	2
OG0007864	0	0
OG0007865	0	0
OG0007866	1	1
OG0007867	0	0
OG0007868	1	1
OG0007869	1	1
OG0007870	2	2
OG0007871	0	0
OG0007872	1	1
OG0007873	0	0
OG0007874	0	0
OG0007875	1	1
OG0007876	2	2
OG0007877	2	2
OG0007878	3	3
OG0007879	3	3
OG0007880	3	3
OG0007881	1	1
OG0007882	1	1
OG0007883	1	1
OG0007884	3	3
OG0007885	3	3
OG0007886	2	2
OG0007887	2	2
OG0007888	2	2
OG0007889	3	3
OG0007890	2	2
OG0007891	1	1
OG0007892	2	2
OG0007893	2	2
OG0007894	2	2
OG0007895	1	1
OG0007896	3	3
OG0007897	2	2
OG0007898	3	3
OG0007899	3	3
OG0007900	2	2
OG0007901	3	3
OG0007902	2	2
OG0007903	2	2
OG0007904	3	3
OG0007905	3	3
OG0007906	3	3
OG0007907	3	3
OG0007908	3	3
OG0007909	3	3
OG0007910	3	3
OG0007911	3	3
OG0007912	3	3
OG0007913	3	3
OG0007914	3	3
OG0007915	3	3
OG0007916	3	3
OG0007917	3	3
OG0007918	3	3
OG0007919	2	2
OG0007920	2	2
OG0007921	3	3
OG0007922	3	3
OG0007923	3	3
OG0007924	3	3
OG0007925	3	3
OG0007926	3	3
OG0007927	2	2
OG0007928	3	3
OG0007929	3	3
OG0007930	3	3
OG0007931	3	3
OG0007932	3	3
OG0007933	3	3
OG0007934	3	3
OG0007935	3	3
OG0007936	3	3
OG0007937	3	3
OG0007938	3	3
OG0007939	2	2
OG0007940	3	3
OG0007941	3	3
OG0007942	3	3
OG0007943	3	3
OG0007944	3	3
OG0007945	2	2
OG0007946	3	3
OG0007947	3	3
OG0007948	3	3
OG0007949	3	3
OG0007950	3	3
OG0007951	3	3
OG0007952	2	2
OG0007953	3	3
OG0007954	3	3
OG0007955	3	3
OG0007956	3	3
OG0007957	3	3
OG0007958	3	3
OG0007959	3	3
OG0007960	3	3
OG0007961	3	3
OG0007962	3	3
OG0007963	3	3
OG0007964	3	3
OG0007965	3	3
OG0007966	3	3
OG0007967	2	2
OG0007968	2	2
OG0007969	3	3
OG0007970	3	3
OG0007971	2	2
OG0007972	3	3
OG0007973	3	3
OG0007974	3	3
OG0007975	3	3
OG0007976	3	3
OG0007977	2	2
OG0007978	3	3
OG0007979	3	3
OG0007980	3	3
OG0007981	3	3
OG0007982	3	3
OG0007983	3	3
OG0007984	3	3
OG0007985	3	3
OG0007986	3	3
OG0007987	3	3
OG0007988	3	3
OG0007989	3	3
OG0007990	3	3
OG0007991	3	3
OG0007992	3	3
OG0007993	3	3
OG0007994	3	3
OG0007995	3	3
OG0007996	3	3
OG0007997	3	3
OG0007998	3	3
OG0007999	3	3
OG0008000	3	3
OG0008001	3	3
OG0008002	3	3
OG0008003	3	3
OG0008004	3	3
OG0008005	3	3
OG0008006	3	3
OG0008007	3	3
OG0008008	3	3
OG0008009	3	3
OG0008010	3	3
OG0008011	3	3
OG0008012	3	3
OG0008013	3	3
OG0008014	3	3
OG0008015	3	3
OG0008016	3	3
OG0008017	3	3
OG0008018	3	3
OG0008019	3	3
OG0008020	3	3
OG0008021	3	3
OG0008022	3	3
OG0008023	3	3
OG0008024	3	3
OG0008025	3	3
OG0008026	3	3
OG0008027	3	3
OG0008028	3	3
OG0008029	3	3
OG0008030	3	3
OG0008031	3	3
OG0008032	3	3
OG0008033	3	3
OG0008034	3	3
OG0008035	3	3
OG0008036	3	3
OG0008037	3	3
OG0008038	3	3
OG0008039	3	3
OG0008040	3	3
OG0008041	3	3
OG0008042	3	3
OG0008043	3	3
OG0008044	3	3
OG0008045	3	3
OG0008046	3	3
OG0008047	3	3
OG0008048	3	3
OG0008049	3	3
OG0008050	3	3
OG0008051	3	3
OG0008052	3	3
OG0008053	3	3
OG0008054	3	3
OG0008055	3	3
OG0008056	3	3
OG0008057	3	3
OG0008058	3	3
OG0008059	3	3
OG0008060	3	3
OG0008061	3	3
OG0008062	3	3
OG0008063	3	3
OG0008064	3	3
OG0008065	3	3
OG0008066	3	3
OG0008067	3	3
OG0008068	3	3
OG0008069	3	3
OG0008070	3	3
OG0008071	3	3
OG0008072	3	3
OG0008073	3	3
OG0008074	3	3
OG0008075	3	3
OG0008076	3	3
OG0008077	3	3
OG0008078	3	3
OG0008079	3	3
OG0008080	3	3
OG0008081	3	3
OG0008082	3	3
OG0008083	3	3
OG0008084	3	3
OG0008085	3	3
OG0008086	3	3
OG0008087	3	3
OG0008088	3	3
OG0008089	3	3
OG0008090	3	3
OG0008091	3	3
OG0008092	3	3
OG0008093	3	3
OG0008094	3	3
OG0008095	3	3
OG0008096	3	3
OG0008097	3	3
OG0008098	3	3
OG0008099	3	3
OG0008100	3	3
OG0008101	3	3
OG0008102	3	3
OG0008103	3	3
OG0008104	3	3
OG0008105	3	3
OG0008106	3	3
OG0008107	3	3
OG0008108	3	3
OG0008109	3	3
OG0008110	3	3
OG0008111	3	3
OG0008112	3	3
OG0008113	3	3
OG0008114	3	3
OG0008115	3	3
OG0008116	3	3
OG0008117	3	3
OG0008118	3	3
OG0008119	3	3
OG0008120	3	3
OG0008121	3	3
OG0008122	3	3
OG0008123	3	3
OG0008124	3	3
OG0008125	3	3
OG0008126	3	3
OG0008127	3	3
OG0008128	3	3
OG0008129	3	3
OG0008130	3	3
OG0008131	3	3
OG0008132	3	3
OG0008133	3	3
OG0008134	3	3
OG0008135	3	3
OG0008136	3	3
OG0008137	3	3
OG0008138	3	3
OG0008139	3	3
OG0008140	3	3
OG0008141	3	3
OG0008142	3	3
OG0008143	3	3
OG0008144	3	3
OG0008145	3	3
OG0008146	3	3
OG0008147	3	3
OG0008148	3	3
OG0008149	3	3
OG0008150	3	3
OG0008151	3	3
OG0008152	3	3
